address,appraisal,appraisal_old,assessment_new,assessment_old,appraisal_year1,assessment_year1,appraisal_year2,assessment_year2
147 ARMORY ST,500800,330000,350560,230999.99999999997,372700,260889.99999999997,415400,290780
153 ARMORY ST,606000,396400,424200,277480,448800,314160,501200,350840
154 ARMORY ST,869100,616800,608370,431760,679875,475912.49999999994,742950,520064.99999999994
157 ARMORY ST,559000,494200,391300,345940,510400,357280,526600,368620
162 ARMORY ST,145000,116750,101500,81725,123812.5,86668.75,130875,91612.5
167 ARMORY ST,564600,360900,395220,252629.99999999997,411825,288277.5,462750,323925
176 ARMORY ST,812200,518000,568540,362600,591550,414085,665100,465569.99999999994
181 ARMORY ST,760000,597800,532000,418460,638350,446845,678900,475229.99999999994
183 ARMORY ST,39600,23000,27720,16099.999999999998,27150,19005,31300,21910
187 ARMORY ST,644800,397300,451360,278110,459175,321422.5,521050,364735
188 ARMORY ST,822600,591800,575820,414260,649500,454650,707200,495039.99999999994
192 ARMORY ST,668000,451400,467599.99999999994,315980,505550,353885,559700,391790
195 ARMORY ST,44800,26100,31359.999999999996,18270,30775,21542.5,35450,24815
201 ARMORY ST,464800,300600,325360,210420,341650,239154.99999999997,382700,267890
206 ARMORY ST,531400,374000,371980,261799.99999999997,413350,289345,452700,316890
207 ARMORY ST,557300,352100,390110,246469.99999999997,403400,282380,454700,318290
12 ARMSTRONG ST,257200,174100,180040,121869.99999999999,194875,136412.5,215650,150955
19 ARMSTRONG ST,254000,170100,177800,119069.99999999999,191075,133752.5,212050,148435
22 ARMSTRONG ST,285000,174200,199500,121939.99999999999,201900,141330,229600,160720
26 ARMSTRONG ST,242500,161600,169750,113120,181825,127277.49999999999,202050,141435
27 ARMSTRONG ST,468600,289600,328020,202720,334350,234044.99999999997,379100,265370
32 ARMSTRONG ST,272400,170600,190680,119419.99999999999,196050,137235,221500,155050
39 ARMSTRONG ST,378500,258900,264950,181230,288800,202160,318700,223090
6 ASH DR,402900,360100,282030,252069.99999999997,370800,259559.99999999997,381500,267050
14 ASH DR,359000,258700,251299.99999999997,181090,283775,198642.5,308850,216195
25 ASH DR,423700,344500,296590,241149.99999999997,364300,255009.99999999997,384100,268870
26 ASH DR,544400,405900,381080,284130,440525,308367.5,475150,332605
46 ASH DR,381100,277200,266770,194040,303175,212222.5,329150,230404.99999999997
51 ASH DR,436900,368800,305830,258159.99999999997,385825,270077.5,402850,281995
56 ASH DR,514500,334700,360150,234289.99999999997,379650,265755,424600,297220
66 ASH DR,560600,358100,392420,250669.99999999997,408725,286107.5,459350,321545
75 ASH DR,480000,390500,336000,273350,412875,289012.5,435250,304675
76 ASH DR,593000,438100,415100,306670,476825,333777.5,515550,360885
86 ASH DR,385900,320400,270130,224280,336775,235742.49999999997,353150,247204.99999999997
89 ASH DR,407100,332200,284970,232539.99999999997,350925,245647.49999999997,369650,258754.99999999997
95 ASH DR,430400,299900,301280,209930,332525,232767.49999999997,365150,255604.99999999997
96 ASH DR,417700,300000,292390,210000,329425,230597.49999999997,358850,251194.99999999997
110 ASH DR,376400,257300,263480,180110,287075,200952.5,316850,221795
10 ASPEN CR,458900,305700,321230,213990,344000,240799.99999999997,382300,267610
20 ASPEN CR,440200,317300,308140,222110,348025,243617.49999999997,378750,265125
30 ASPEN CR,444100,314400,310870,220080,346825,242777.49999999997,379250,265475
40 ASPEN CR,466500,318100,326550,222670,355200,248639.99999999997,392300,274610
11 ATHOL PL,307800,184200,215460,128939.99999999999,215100,150570,246000,172200
15 ATHOL PL,236400,151900,165480,106330,173025,121117.49999999999,194150,135905
20 ATHOL PL,185000,158800,129499.99999999999,111160,165350,115744.99999999999,171900,120329.99999999999
21 ATHOL PL,200000,175100,140000,122569.99999999999,181325,126927.49999999999,187550,131285
23 ATHOL PL,33800,17500,23660,12250,21575,15102.499999999998,25650,17955
26 ATHOL PL,336900,208000,235829.99999999997,145600,240225,168157.5,272450,190715
35 ATHOL PL,339500,188900,237649.99999999997,132230,226550,158585,264200,184940
18 ATLAS ST,203900,130300,142730,91210,148700,104090,167100,116969.99999999999
19 ATLAS ST,437200,253800,306040,177660,299650,209755,345500,241849.99999999997
29 ATLAS ST,263100,170500,184170,119349.99999999999,193650,135555,216800,151760
30 ATLAS ST,283700,179100,198590,125369.99999999999,205250,143675,231400,161980
35 ATLAS ST,255100,153700,178570,107590,179050,125334.99999999999,204400,143080
36 ATLAS ST,199200,108200,139440,75740,130950,91665,153700,107590
39 ATLAS ST,208800,137200,146160,96040,155100,108570,173000,121099.99999999999
12 AUGUR ST,437400,257700,306180,180390,302625,211837.5,347550,243284.99999999997
13 AUGUR ST,385100,222100,269570,155470,262850,183995,303600,212520
16 AUGUR ST,255000,174200,178500,121939.99999999999,194400,136080,214600,150220
20 AUGUR ST,361800,293600,253259.99999999997,205520,310650,217455,327700,229389.99999999997
26 AUGUR ST,316600,185000,221620,129499.99999999999,217900,152530,250800,175560
36 AUGUR ST,406100,269500,284270,188650,303650,212555,337800,236459.99999999997
40 AUGUR ST,328200,202600,229739.99999999997,141820,234000,163800,265400,185780
42 AUGUR ST,347900,236100,243529.99999999997,165270,264050,184835,292000,204400
45 AUGUR ST,342300,240100,239609.99999999997,168070,265650,185955,291200,203840
46 AUGUR ST,306400,205200,214480,143640,230500,161350,255800,179060
47 AUGUR ST,333900,227800,233729.99999999997,159460,254325,178027.5,280850,196595
50 AUGUR ST,362500,258000,253749.99999999997,180600,284125,198887.5,310250,217175
51 AUGUR ST,245000,232200,171500,162540,235400,164780,238600,167020
69 AUGUR ST,305200,204600,213640,143220,229750,160825,254900,178430
71 AUGUR ST,302300,178900,211610,125229.99999999999,209750,146825,240600,168420
73 AUGUR ST,292800,180000,204960,125999.99999999999,208200,145740,236400,165480
75 AUGUR ST,278100,175700,194670,122989.99999999999,201300,140910,226900,158830
76 AUGUR ST,178000,87100,124599.99999999999,60969.99999999999,109825,76877.5,132550,92785
77 AUGUR ST,302100,196100,211470,137270,222600,155820,249100,174370
89 AUGUR ST,322800,207900,225960,145530,236625,165637.5,265350,185745
90 AUGUR ST,397600,211700,278320,148190,258175,180722.5,304650,213255
96 AUGUR ST,380300,243100,266210,170170,277400,194180,311700,218190
97 AUGUR ST,314200,207200,219940,145040,233950,163765,260700,182490
99 AUGUR ST,358900,220300,251229.99999999997,154210,254950,178465,289600,202720
102 AUGUR ST,498000,322400,348600,225680,366300,256409.99999999997,410200,287140
109 AUGUR ST,294900,192800,206430,134960,218325,152827.5,243850,170695
110 AUGUR ST,292200,197700,204540,138390,221325,154927.5,244950,171465
114 AUGUR ST,300600,206100,210420,144270,229725,160807.5,253350,177345
117 AUGUR ST,291000,192800,203700,134960,217350,152145,241900,169330
118 AUGUR ST,299200,195200,209440,136640,221200,154840,247200,173040
121 AUGUR ST,294600,196500,206220,137550,221025,154717.5,245550,171885
122 AUGUR ST,326400,291200,228480,203840,300000,210000,308800,216160
124 AUGUR ST,333100,223100,233169.99999999997,156170,250600,175420,278100,194670
128 AUGUR ST,377600,172700,264320,120889.99999999999,223925,156747.5,275150,192605
133 AUGUR ST,338500,206600,236949.99999999997,144620,239575,167702.5,272550,190785
135 AUGUR ST,226000,135500,158200,94850,158125,110687.5,180750,126524.99999999999
136 AUGUR ST,8300,5700,5810,3989.9999999999995,6350,4445,7000,4900
139 AUGUR ST,281600,181700,197120,127189.99999999999,206675,144672.5,231650,162155
140 AUGUR ST,391200,224600,273840,157220,266250,186375,307900,215530
141 AUGUR ST,286000,184600,200200,129219.99999999999,209950,146965,235300,164710
142 AUGUR ST,239800,138700,167860,97090,163975,114782.49999999999,189250,132475
143 AUGUR ST,257400,173900,180180,121729.99999999999,194775,136342.5,215650,150955
146 AUGUR ST,313800,212300,219660,148610,237675,166372.5,263050,184135
147 AUGUR ST,321400,195900,224980,137130,227275,159092.5,258650,181055
150 AUGUR ST,310500,206500,217350,144550,232500,162750,258500,180950
153 AUGUR ST,293200,192100,205240,134470,217375,152162.5,242650,169855
154 AUGUR ST,296000,192800,207200,134960,218600,153020,244400,171080
155 AUGUR ST,285600,183000,199920,128099.99999999999,208650,146055,234300,164010
159 AUGUR ST,336800,219800,235759.99999999997,153860,249050,174335,278300,194810
160 AUGUR ST,369400,255800,258579.99999999997,179060,284200,198940,312600,218820
166 AUGUR ST,312600,209900,218820,146930,235575,164902.5,261250,182875
167 AUGUR ST,348900,211200,244229.99999999997,147840,245625,171937.5,280050,196035
169 AUGUR ST,305600,186900,213920,130829.99999999999,216575,151602.5,246250,172375
171 AUGUR ST,320800,209800,224560,146860,237550,166285,265300,185710
172 AUGUR ST,276700,179900,193690,125929.99999999999,204100,142870,228300,159810
175 AUGUR ST,295500,193000,206850,135100,218625,153037.5,244250,170975
178 AUGUR ST,307200,197700,215040,138390,225075,157552.5,252450,176715
179 AUGUR ST,303400,194000,212380,135800,221350,154945,248700,174090
182 AUGUR ST,277200,185400,194040,129779.99999999999,208350,145845,231300,161910
186 AUGUR ST,275700,178900,192990,125229.99999999999,203100,142170,227300,159110
189 AUGUR ST,311700,201700,218190,141190,229200,160440,256700,179690
193 AUGUR ST,304500,197400,213150,138180,224175,156922.5,250950,175665
195 AUGUR ST,494000,295900,345800,207130,345425,241797.49999999997,394950,276465
196 AUGUR ST,255000,153300,178500,107310,178725,125107.49999999999,204150,142905
199 AUGUR ST,525900,320000,368130,224000,371475,260032.49999999997,422950,296065
200 AUGUR ST,285300,184700,199710,129289.99999999999,209850,146895,235000,164500
202 AUGUR ST,255800,172600,179060,120819.99999999999,193400,135380,214200,149940
205 AUGUR ST,266600,175200,186620,122639.99999999999,198050,138635,220900,154630
208 AUGUR ST,276500,165500,193550,115849.99999999999,193250,135275,221000,154700
209 AUGUR ST,276000,185900,193200,130129.99999999999,208425,145897.5,230950,161665
210 AUGUR ST,299200,190200,209440,133140,217450,152215,244700,171290
211 AUGUR ST,277100,189300,193970,132510,211250,147875,233200,163240
212 AUGUR ST,284900,177900,199430,124529.99999999999,204650,143255,231400,161980
215 AUGUR ST,267700,176600,187390,123619.99999999999,199375,139562.5,222150,155505
219 AUGUR ST,348900,229400,244229.99999999997,160580,259275,181492.5,289150,202405
221 AUGUR ST,433500,261900,303450,183330,304800,213360,347700,243389.99999999997
222 AUGUR ST,265400,156400,185780,109480,183650,128554.99999999999,210900,147630
225 AUGUR ST,447000,260900,312900,182630,307425,215197.5,353950,247764.99999999997
226 AUGUR ST,271800,179400,190260,125579.99999999999,202500,141750,225600,157920
229 AUGUR ST,466700,280900,326690,196630,327350,229145,373800,261659.99999999997
230 AUGUR ST,277000,162200,193900,113540,190900,133630,219600,153720
233 AUGUR ST,511300,307200,357910,215040,358225,250757.49999999997,409250,286475
234 AUGUR ST,251200,164600,175840,115219.99999999999,186250,130374.99999999999,207900,145530
238 AUGUR ST,283600,179100,198520,125369.99999999999,205225,143657.5,231350,161945
242 AUGUR ST,268200,170200,187740,119139.99999999999,194700,136290,219200,153440
245 AUGUR ST,332400,218700,232679.99999999997,153090,247125,172987.5,275550,192885
250 AUGUR ST,267900,164100,187530,114869.99999999999,190050,133035,216000,151200
251 AUGUR ST,298600,193500,209020,135450,219775,153842.5,246050,172235
253 AUGUR ST,323500,198100,226450,138670,229450,160615,260800,182560
254 AUGUR ST,249300,171100,174510,119769.99999999999,190650,133455,210200,147140
258 AUGUR ST,298900,207500,209230,145250,230350,161245,253200,177240
259 AUGUR ST,267800,168400,187460,117879.99999999999,193250,135275,218100,152670
262 AUGUR ST,270000,184700,189000,129289.99999999999,206025,144217.5,227350,159145
263 AUGUR ST,320500,202800,224350,141960,232225,162557.5,261650,183155
266 AUGUR ST,277200,185300,194040,129709.99999999999,208275,145792.5,231250,161875
270 AUGUR ST,291500,189100,204050,132370,214700,150290,240300,168210
271 AUGUR ST,330500,203700,231349.99999999997,142590,235400,164780,267100,186970
274 AUGUR ST,295500,194800,206850,136360,219975,153982.5,245150,171605
275 AUGUR ST,321300,215000,224910,150500,241575,169102.5,268150,187705
279 AUGUR ST,329900,228500,230929.99999999997,159950,253850,177695,279200,195440
281 AUGUR ST,426900,301000,298830,210700,332475,232732.49999999997,363950,254764.99999999997
284 AUGUR ST,290000,194400,203000,136080,218300,152810,242200,169540
285 AUGUR ST,304900,168500,213430,117949.99999999999,202600,141820,236700,165690
288 AUGUR ST,290400,198800,203280,139160,221700,155190,244600,171220
289 AUGUR ST,324200,211100,226940,147770,239375,167562.5,267650,187355
293 AUGUR ST,271800,171900,190260,120329.99999999999,196875,137812.5,221850,155295
294 AUGUR ST,301800,206600,211260,144620,230400,161280,254200,177940
295 AUGUR ST,266000,170800,186200,119559.99999999999,194600,136220,218400,152880
296 AUGUR ST,274500,188500,192150,131950,210000,147000,231500,162050
322 AUGUR ST,444200,309300,310940,216510,343025,240117.49999999997,376750,263725
323 AUGUR ST,516800,316000,361760,221200,366200,256339.99999999997,416400,291480
327 AUGUR ST,464200,283800,324940,198660,328900,230229.99999999997,374000,261799.99999999997
329 AUGUR ST,340900,168700,238629.99999999997,118089.99999999999,211750,148225,254800,178360
331 AUGUR ST,287200,185800,201040,130059.99999999999,211150,147805,236500,165550
333 AUGUR ST,306800,176700,214760,123689.99999999999,209225,146457.5,241750,169225
334 AUGUR ST,292800,168100,204960,117669.99999999999,199275,139492.5,230450,161315
337 AUGUR ST,251600,131900,176120,92330,161825,113277.5,191750,134225
338 AUGUR ST,306400,175700,214480,122989.99999999999,208375,145862.5,241050,168735
339 AUGUR ST,194700,117300,136290,82110,136650,95655,156000,109200
342 AUGUR ST,241200,127100,168840,88970,155625,108937.5,184150,128904.99999999999
304 AUGUR ST #U12,85000,44000,59499.99999999999,30799.999999999996,54250,37975,64500,45150
302 AUGUR ST #U13,85000,50500,59499.99999999999,35350,59125,41387.5,67750,47425
300 AUGUR ST #U14,85000,51800,59499.99999999999,36260,60100,42070,68400,47880
20 AUSTEN RD,333900,212100,233729.99999999997,148470,242550,169785,273000,191100
21 AUSTEN RD,336900,224400,235829.99999999997,157080,252525,176767.5,280650,196455
29 AUSTEN RD,286800,186600,200760,130619.99999999999,211650,148155,236700,165690
35 AUSTEN RD,9100,6300,6370,4410,7000,4900,7700,5390
40 AUSTEN RD,314800,205200,220360,143640,232600,162820,260000,182000
45 AUSTEN RD,345300,220200,241709.99999999997,154140,251475,176032.5,282750,197925
46 AUSTEN RD,310100,179300,217070,125509.99999999999,212000,148400,244700,171290
51 AUSTEN RD,355200,225100,248639.99999999997,157570,257625,180337.5,290150,203105
54 AUSTEN RD,283000,189200,198100,132440,212650,148855,236100,165270
59 AUSTEN RD,359300,188700,251509.99999999997,132090,231350,161945,274000,191800
60 AUSTEN RD,329000,210900,230299.99999999997,147630,240425,168297.5,269950,188965
66 AUSTEN RD,268100,174500,187670,122149.99999999999,197900,138530,221300,154910
67 AUSTEN RD,326500,212400,228550,148680,240925,168647.5,269450,188615
74 AUSTEN RD,305900,201500,214130,141050,227600,159320,253700,177590
75 AUSTEN RD,338400,219300,236879.99999999997,153510,249075,174352.5,278850,195195
3 AUTUMN RIDGE RD,551300,575000,385910,402500,569075,398352.5,563150,394205
15 AUTUMN RIDGE RD,795800,751500,557060,526050,762575,533802.5,773650,541555
16 AUTUMN RIDGE RD,666500,603100,466549.99999999994,422170,618950,433265,634800,444360
27 AUTUMN RIDGE RD,111800,79500,78260,55650,87575,61302.49999999999,95650,66955
28 AUTUMN RIDGE RD,797700,720700,558390,504489.99999999994,739950,517964.99999999994,759200,531440
43 AUTUMN RIDGE RD,512800,550700,358960,385490,541225,378857.5,531750,372225
61 AUTUMN RIDGE RD,NA,1163700,NA,814590,NA,NA,NA,NA
73 AUTUMN RIDGE RD,884700,679000,619290,475299.99999999994,730425,511297.49999999994,781850,547295
78 AUTUMN RIDGE RD,707900,628800,495529.99999999994,440160,648575,454002.5,668350,467844.99999999994
85 AUTUMN RIDGE RD,NA,999000,NA,699300,NA,NA,NA,NA
14 BAGLEY AVE,284800,158900,199360,111230,190375,133262.5,221850,155295
18 BAGLEY AVE,379400,241200,265580,168840,275750,193025,310300,217210
19 BAGLEY AVE,330700,216600,231489.99999999997,151620,245125,171587.5,273650,191555
22 BAGLEY AVE,752800,364400,526960,255079.99999999997,461500,323050,558600,391020
25 BAGLEY AVE,147300,72000,103110,50400,90825,63577.49999999999,109650,76755
29 BAGLEY AVE,221300,114100,154910,79870,140900,98630,167700,117389.99999999999
30 BAGLEY AVE,260000,153100,182000,107170,179825,125877.49999999999,206550,144585
33 BAGLEY AVE,231500,120600,162050,84420,148325,103827.5,176050,123234.99999999999
34 BAGLEY AVE,298700,197300,209090,138110,222650,155855,248000,173600
36 BAGLEY AVE,91100,45200,63769.99999999999,31639.999999999996,56675,39672.5,68150,47705
37 BAGLEY AVE,263800,159700,184660,111790,185725,130007.49999999999,211750,148225
44 BAGLEY AVE,436900,232800,305830,162960,283825,198677.5,334850,234394.99999999997
48 BAGLEY AVE,146500,58600,102550,41020,80575,56402.5,102550,71785
51 BAGLEY AVE,265100,139900,185570,97930,171200,119839.99999999999,202500,141750
54 BAGLEY AVE,201300,160200,140910,112140,170475,119332.49999999999,180750,126524.99999999999
57 BAGLEY AVE,503500,245300,352450,171710,309850,216895,374400,262079.99999999997
62 BAGLEY AVE,103200,57500,72240,40250,68925,48247.5,80350,56245
